method,filename,extension,content_size,information_density,compression_ratio
mv_huffman,abracadabra,txt,11,3.8260869565217392,1.9130434782608696
mv_huffman,abracadabra,txt,11,3.8260869565217392,1.9130434782608696
mv_huffman,abracadabra,txt,11,3.8260869565217392,1.9130434782608696
